Student_ID,Application_ID,Registration_Code,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
ST202601958,APP1002135,REG-UOHKB,Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,128.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",125.6,Yes,No,No,Yes,Male,No,19,No,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
ST202603491,APP1001552,REG-WTWBQ,Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,115.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",113.3,Yes,No,Yes,Yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
ST202602677,APP1001755,REG-EMD47,Single,Change of course,1,Advertising and Marketing Management,Daytime,Secondary education,139.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",120.8,No,No,No,Yes,Female,No,19,NO,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
ST202600280,APP1003111,REG-TCNAQ,Single,Change of course,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,135.5,No,No,Yes,No,Female,No,29,No,0,5,15,2,13.25,0,0,5,12,3,12.6,3,16.2,0.3,-0.92,Dropout
ST202601918,APP1003635,REG-W5PB4,Single,2nd phase - general contingent,3,Advertising and Marketing Management,Daytime,Secondary education,110.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,107.5,Yes,No,No,Yes,Female,Yes,18,No,0,6,11,4,12.25,0,0,6,10,4,11.0,0,12.7,3.7,-1.7,Dropout
ST202601176,APP1001457,REG-QEDBC,Divorced,Change of course,1,Social Service (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,126.0,No,No,No,Yes,Female,Yes,39,N,3,9,9,9,13.11111111111111,0,2,7,10,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate
ST202600187,APP1002564,REG-II697,single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,118.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,,"Personal Services, Security and Safety Workers and Sellers",114.2,Yes,No,No,Yes,Female,No,20,No,0,7,9,6,13.683333333333332,0,0,8,11,6,13.116666666666667,0,11.1,0.6,2.02,Graduate
ST202602290,APP1000484,REG-WHSTS,Single,2nd phase - general contingent,2,Social Service,Daytime,Secondary education,125.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,118.0,Yes,No,No,Yes,Female,No,18,N,0,6,9,5,11.0,0,0,6,9,4,11.25,0,8.9,1.4,3.51,Graduate
ST202601494,APP1002504,REG-VC1ZA,Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,125.8,No,No,No,No,Female,Yes,18,No,0,6,10,6,12.666666666666666,0,0,6,6,2,11.5,0,12.7,3.7,-1.7,Dropout
ST202600481,APP1004334,REG-V7PHA,Single,Change of course,1,Oral Hygiene,Daytime,Secondary education,147.0,Portuguese,Higher Education - Degree,Higher Education - Master's,Intermediate Level Technicians and Professions,,100.0,No,N,No,Yes,Female,No,18,No,0,2,2,0,0.0,0,0,4,4,1,16.0,0,10.8,1.4,1.74,Enrolled
ST202600001,APP1000056,REG-HFEEK,Married,Over 23 years old,1,Basic Education,Daytime,11th year of schooling - not completed,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Unknown,Student,Student,115.5,No,No,No,Yes,Female,No,39,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
ST202602148,APP1002309,REG-GGOVR,Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,136.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Data, accounting, statistical, financial services and registry-related operators","Farmers, livestock keepers, fishermen, hunters and gatherers, subsistence",129.7,Yes,No,No,Yes,Male,No,19,NO,0,6,10,4,12.5,0,0,6,12,1,10.0,3,16.2,0.3,-0.92,Enrolled
ST202604100,APP1002127,REG-GYZ8X,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Administrative staff,112.0,No,No,No,Yes,Male,No,19,No,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate
ST202603029,APP1004141,REG-YEZ31,Single,Change of course,1,Management,Daytime,Secondary education,133.1,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",128.2,No,NO,No,Yes,Female,No,23,No,7,11,18,11,15.090909090909092,1,2,6,7,6,14.5,0,9.4,-0.8,-3.12,Dropout
ST202602824,APP1000650,REG-Q9YIL,Single,1st phase - special contingent (Madeira Island),1,Oral Hygiene,Daytime,Secondary education,137.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",122.7,Yes,No,No,Yes,FEMALE,Yes,18,No,0,7,7,7,15.285714285714286,0,0,8,8,8,16.075,0,12.4,0.5,1.79,Graduate
ST202604251,APP1001596,REG-GI4W6,Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,153.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",159.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0,12.7,3.7,-1.7,Graduate
ST202602687,APP1001695,REG-Q05H3,Single,1st phase - general contingent,6,Tourism,Daytime,Secondary education,102.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,101.7,Yes,No,No,Yes,Male,Yes,21,No,0,6,6,6,13.5,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
ST202600616,APP1001192,REG-WOX05,Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,121.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",116.8,Yes,No,No,Yes,female,No,18,No,0,6,11,3,11.666666666666666,0,0,6,11,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
ST202604330,APP1002815,REG-CJ2QS,Single,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",117.0,No,No,No,Yes,Female,No,21,No,0,6,8,5,11.8,0,0,6,8,5,11.833333333333334,0,15.5,2.8,-4.06,Enrolled
ST202603634,APP1002409,REG-AOZ5E,Single,2nd phase - general contingent,5,Basic Education,Daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",119.1,Yes,No,No,Yes,Female,Yes,19,NO,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
ST202603599,APP1003258,REG-MXJPT,single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,125.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",126.4,No,No,No,Yes,Male,Yes,18,No,0,6,7,6,12.285714285714286,0,0,6,7,6,13.333333333333334,1,16.2,0.3,-0.92,Graduate
ST202600632,APP1004147,REG-I0YTM,Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,128.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,117.2,Yes,No,No,Yes,Female,No,20,No,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,Graduate
ST202604042,APP1001477,REG-ZYSU5,Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,144.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",136.0,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,0.32,Graduate
ST202600924,APP1001504,REG-KWM2H,single,Over 23 years old,1,Management,Daytime,Secondary education,140.0,Portuguese,Other - 11th Year of Schooling,Higher Education - Degree,Administrative staff,Intermediate Level Technicians and Professions,118.0,Yes,No,No,Yes,Female,No,24,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
ST202601869,APP1002336,REG-UW9ZL,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Armed Forces Professions,130.0,No,No,Yes,No,Female,,29,No,0,6,13,3,12.75,0,0,6,8,3,11.333333333333334,0,13.9,-0.3,0.79,Dropout
ST202600989,APP1003364,REG-JJZM3,Single,Change of course,1,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,0,0.0,0,0,6,10,3,11.0,0,16.2,0.3,-0.92,Enrolled
ST202602743,APP1002874,REG-CO9KH,Married,Change of course,2,Management,Daytime,Secondary education,160.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,,Unskilled Workers,Unskilled Workers,96.0,No,No,No,No,Female,No,29,No,3,5,7,3,12.333333333333334,0,0,5,8,0,0.0,0,10.8,1.4,1.74,Dropout
ST202601020,APP1000772,REG-DBE54,Single,Over 23 years old,1,Oral Hygiene,Daytime,,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,106.0,Yes,No,Yes,No,Female,Yes,24,No,0,7,14,5,12.36,0,1,8,15,5,12.0,0,8.9,1.4,3.51,Dropout
ST202601338,APP1002271,REG-ZADF7,Single,Change of course,1,Nursing,Daytime,Secondary education,120.0,Portuguese,,Higher Education - Master's,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",136.6,No,N,No,Yes,Male,No,23,No,0,7,14,5,11.94,0,0,7,14,6,12.2,0,13.9,-0.3,0.79,Dropout
ST202602132,APP1002012,REG-NILN3,divorced,Transfer,1,Management,Daytime,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,128.2,No,No,No,Yes,Female,No,41,No,8,14,24,11,12.25,3,5,10,12,10,13.4,0,9.4,-0.8,-3.12,Graduate
ST202601808,APP1003529,REG-PXD2Z,Married,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,106.8,No,No,No,Yes,Male,No,34,No,0,5,8,1,10.0,0,0,5,9,0,0.0,0,8.9,1.4,3.51,Dropout
ST202603499,APP1001047,REG-LDXUJ,Single,1st phase - general contingent,1,Social Service (evening attendance),Evening,Secondary education,133.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",,135.5,No,No,No,Yes,Female,No,34,No,0,6,7,6,12.333333333333334,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate
ST202600704,APP1003032,REG-EITGU,SINGLE,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",150.0,No,No,No,Yes,Male,No,21,No,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,Graduate
ST202601308,APP1002193,REG-VS8PN,Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,120.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,114.8,Yes,Yes,No,Yes,Female,No,19,No,0,6,11,4,12.25,0,0,6,11,3,11.0,0,7.6,2.6,0.32,Enrolled
ST202602089,APP1001273,REG-BZ0N0,Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,136.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Intermediate Level Technicians and Professions,126.2,No,No,No,Yes,Female,no,19,No,0,6,6,6,13.166666666666666,0,0,6,6,6,15.0,0,16.2,0.3,-0.92,Graduate
ST202601754,APP1001581,REG-CE9SB,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",120.0,No,No,No,Yes,MALE,No,22,No,2,6,15,3,11.75,0,0,6,12,2,10.0,0,13.9,-0.3,0.79,Dropout
ST202602810,APP1001075,REG-MD4JP,Single,1st phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,146.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",151.3,Yes,N,No,Yes,Female,Yes,19,No,6,12,12,12,12.75,0,4,11,16,11,13.25,0,8.9,1.4,3.51,Graduate
ST202601686,APP1000771,REG-PFQSX,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,130.2,No,No,No,Yes,Female,Yes,18,NO,0,6,8,6,11.285714285714286,0,0,6,10,6,11.857142857142858,0,12.4,0.5,1.79,Graduate
ST202600728,APP1003749,REG-NCBW5,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,160.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,154.4,No,no,No,Yes,Female,Yes,18,No,0,7,9,7,15.116666666666667,0,0,8,9,8,16.168888888888887,0,15.5,2.8,-4.06,Graduate
ST202600205,APP1000419,REG-FWY42,Single,1st phase - general contingent,1,Management,Daytime,Secondary education,135.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130.1,Yes,No,No,Yes,Female,No,18,N,0,5,10,4,10.75,1,0,5,13,2,10.0,0,9.4,-0.8,-3.12,Dropout
ST202602133,APP1004244,REG-F2AWN,SINGLE,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,138.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",124.7,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled
ST202600342,APP1001499,REG-TSXXR,Single,1st phase - general contingent,6,Animation and Multimedia Design,Daytime,Secondary education,134.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",126.0,Yes,No,No,Yes,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
ST202602331,APP1001347,REG-I5AKG,Single,1st phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,120.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",119.7,Yes,N,No,Yes,Female,No,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout
ST202600249,APP1001234,REG-QHUPO,Single,2nd phase - general contingent,1,Equinculture,Daytime,Secondary education,157.0,Portuguese,Higher Education - Degree,Higher Education - Bachelor's Degree,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,15.0,0,0,6,8,5,15.166666666666666,0,13.9,-0.3,0.79,Dropout
ST202600859,APP1001350,REG-CTZJ2,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,150.0,Portuguese,,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150.0,No,No,No,Yes,Male,No,20,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
ST202601520,APP1004336,REG-CKV54,Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,110.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,,Unskilled Workers,Unskilled Workers,134.3,No,No,No,Yes,Male,No,24,N,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout
ST202600188,APP1002149,REG-HILXN,Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,133.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.0,No,N,No,Yes,Male,Yes,20,No,0,6,11,5,11.142857142857142,0,0,6,9,6,11.571428571428571,0,16.2,0.3,-0.92,Graduate
ST202603302,APP1002621,REG-EE0Q5,Single,Technological specialization diploma holders,1,Equinculture,Daytime,Technological specialization course,130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,150.0,No,No,No,Yes,Male,No,24,No,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,Dropout
